28137	3	34429	786	1018
3083	4	3138	764	2272
29334	3	18074	665	2304
18664	3	17964	688	2867
22131	2	23235	756	5191
27272	4	30045	705	1730
11490	6	33535	724	2334
28419	5	5969	721	3810
11553	3	5375	601	5123
12326	2	18968	752	5191
3367	3	3674	258	674
18796	3	5178	400	4555
11732	3	4867	573	3769
3378	5	11693	743	4685
27479	0	26896	768	3359
524	6	459	763	450
1904	3	3433	108	1259
18649	3	27834	554	3219
25003	5	11943	718	2272
24716	4	12928	768	3066
18868	3	3831	581	1990
10964	5	24599	738	3219
28281	6	21453	761	2272
2751	3	14724	761	3810
26997	3	5575	879	2304
9576	2	33473	745	348
32402	3	2400	607	4235
3161	3	26059	812	5076
15687	6	30657	752	1644
28138	3	8230	784	3003
13843	3	4519	301	1258
24751	2	30464	702	2272
33888	3	4268	452	4872
18552	0	24036	721	777
8779	5	19559	662	1852
33815	3	4982	412	1420
1592	3	4147	485	2272
29058	3	5587	840	178
34259	2	28619	713	2375
16013	2	22496	748	1650
12260	3	696	525	865
14528	3	5162	359	4516
22430	3	3431	685	1565
23251	0	9011	762	5056
15743	2	25486	750	348
32502	4	21645	764	2283
634	3	1141	761	4884
26166	3	4108	555	3231
6518	5	11111	759	5191
12320	3	34129	685	5566
2592	3	26059	812	4720
21802	3	87	756	63
11537	3	27804	577	4977
6532	3	3408	757	11
21810	4	27503	724	5126
16191	3	4289	636	5191
13716	3	3936	358	1208
16381	6	19041	758	5191
12197	3	60	727	4719
12164	3	10727	589	3871
13010	4	2974	765	2283
3375	3	4868	400	3770
28943	3	4158	498	5084
12573	4	32285	760	2334
18948	3	11203	638	5565
8707	4	10734	727	5191
10106	3	14724	761	1636
13922	5	26749	764	2272
26707	3	11093	604	5402
32846	3	4092	622	3511
24428	6	15696	693	2272
7916	3	4656	551	4731
27432	5	21797	718	2272
21913	3	1138	764	29
31970	4	12856	740	5191
16979	4	30350	729	2375
7378	3	4411	364	4373
8429	3	5245	9	4796
26145	0	6618	742	3883
32803	3	4491	556	5272
34415	3	4997	815	955
18066	5	924	717	2272
7009	3	14908	685	547
19264	3	4641	522	3137
1067	3	4123	680	1585
33775	3	27979	398	4009
7739	3	3940	382	4482
10545	3	4831	415	1318
24008	6	6544	721	5191
24473	5	6022	754	4756
1192	5	7860	754	5191
499	3	5198	877	4617
7732	3	5495	376	2564
7464	3	32509	665	1188
23083	3	3987	372	4918
26357	2	31111	756	5191
12759	4	28394	706	1471
12776	2	32852	682	671
17637	3	16	720	450
25721	4	10213	753	5191
16796	3	4717	552	3686
26224	3	3846	15	4419
15429	3	4411	364	2826
34526	3	11190	665	5126
7592	3	32279	461	1490
16211	3	12982	708	2020
29024	4	26060	759	2272
33440	6	14156	722	5435
27723	3	12925	687	702
16131	2	32304	744	5191
8341	3	4296	605	4767
7737	3	4509	429	2803
19797	5	576	751	2272
24779	5	1159	730	2272
25845	3	28339	603	1716
8080	3	5297	131	3813
2498	3	1118	748	3816
16037	3	3757	603	3556
33600	3	27095	605	3349
1967	3	4837	559	796
2025	3	4508	551	2802
13137	0	26311	713	5592
23958	4	28939	682	2272
33543	2	24875	732	4685
12188	3	3411	402	19
15231	6	22207	729	2254
20187	3	5367	811	882
20967	5	232	710	1955
12430	4	18845	741	1730
3378	5	30554	736	5191
19711	3	4878	475	2272
32988	5	29611	754	2272
21469	2	31600	732	3810
25647	3	12755	797	427
28723	0	28691	701	3066
1367	2	8056	748	348
7292	4	27410	729	2186
17873	0	26108	751	3261
29415	2	31100	730	3348
33627	3	22469	627	4473
16870	2	8295	751	5195
32694	5	23407	761	2272
11016	3	4492	580	4128
19277	2	31338	737	5191
25808	3	4942	606	5394
2886	3	5422	659	1730
27537	3	3819	591	3087
33440	4	24447	713	5435
9481	3	27831	604	1170
15995	3	4909	504	2181
14513	5	23120	669	1852
20515	3	4392	292	4152
2041	2	21415	763	5187
6017	5	29389	722	2272
32402	3	2400	607	4236
19097	3	4848	389	2145
11731	3	3690	660	5432
18553	3	5099	600	4372
16769	2	22591	726	818
9667	3	6894	685	452
23734	3	25498	286	1234
6413	3	47	718	5299
28189	3	26059	812	4885
34054	3	28038	357	5172
20085	4	28266	671	1730
23754	6	8403	720	2272
23978	3	4710	328	3304
29235	3	28302	659	2495
14232	3	3820	583	5622
24133	4	29956	700	1730
11608	3	726	542	500
2446	3	4919	551	2334
15345	3	3836	603	3756
2884	3	5438	612	722
9908	6	31853	704	260
2082	5	1	709	2334
1532	3	4774	828	3432
13517	0	10340	748	5186
16184	3	3769	204	895
12148	3	4990	694	1654
22456	5	29956	700	1730
7700	2	26003	755	5187
18671	3	5261	465	1852
14470	3	5587	840	178
23189	4	20474	683	2272
7067	4	23124	712	2334
25746	3	22609	715	1952
23724	3	33116	492	384
10281	0	17426	681	2925
18076	3	28038	357	5171
19348	4	19225	711	4731
10945	3	14724	761	2542
16865	4	7756	722	5191
16039	3	5546	588	5572
21275	4	78	743	3641
22086	3	26059	812	306
31646	3	27826	404	1578
7927	5	29874	706	5435
913	3	14724	752	5029
11023	3	27738	590	2606
21367	3	4400	483	2543
17614	3	5190	561	4593
1628	6	30518	730	5191
12205	3	4967	523	4029
16546	3	14756	712	4206
32332	3	27961	371	3758
11469	3	4251	398	2190
20847	3	3793	538	3925
34153	3	5127	351	4430
28482	3	5530	775	5575
15307	0	26309	670	1594
29023	6	8596	742	2272
1343	2	877	667	4729
1935	2	14738	761	4870
8564	6	8026	765	5191
33944	3	34426	664	4208
18453	4	13787	657	1318
14900	5	23167	753	810
17970	5	3298	694	2272
34396	3	3481	674	1305
24096	3	3951	607	4847
1896	3	4187	741	978
15027	4	31007	656	5191
2507	3	26059	812	306
25269	2	30475	717	5191
34319	3	117	768	3421
33429	3	31746	783	202
21768	4	1829	743	348
32936	0	32038	709	5056
25673	6	32445	736	2186
9925	3	4038	162	1198
2566	0	23451	648	4870
24726	3	3900	297	1255
12492	3	4274	829	3582
25586	3	25495	74	4494
10973	3	4903	662	5166
18717	2	17441	679	5187
20760	3	17718	665	2556
12354	0	10771	759	4511
20352	3	33116	492	843
15352	4	19007	765	5191
21698	6	7825	720	2272
16498	4	14621	752	3489
18681	3	8951	660	4010
824	3	8141	686	3596
18647	6	21023	731	1066
18796	3	3611	400	1018
27380	4	1543	754	2272
26183	4	27229	751	4756
27558	4	21399	670	4209
2457	0	33507	642	1545
18603	4	8880	683	3641
2291	3	3565	680	396
26420	3	3627	482	571
32951	2	21867	716	5187
34460	2	22260	743	5126
6487	4	9551	743	348
8693	5	30840	749	5191
34096	3	22894	687	838
12472	3	3484	877	187
24471	4	34016	677	2272
10421	5	13894	709	2334
29464	3	12925	687	1981
11050	4	19080	703	3219
27674	0	13	655	3089
32047	4	2379	749	2375
24212	4	27739	755	1080
10510	3	4767	429	3415
11097	3	1151	765	106
8558	3	27977	457	3652
17674	3	12410	633	4697
24338	3	31582	609	4088
33300	4	30119	739	1018
21680	3	5281	238	4863
11513	0	22704	683	4622
6829	4	32071	702	1730
15854	3	9550	686	1953
12057	3	8282	332	2036
33928	3	4514	399	485
22192	2	14284	756	5191
26363	5	13345	694	2272
11406	3	3730	605	1170
23823	4	17235	729	3810
20077	6	30140	710	2334
8000	4	21267	738	818
10941	3	14724	761	1636
20077	6	2784	726	2334
16707	3	3714	583	1176
33061	2	10731	605	4308
22424	4	33892	717	2375
13308	3	27956	658	4308
17076	4	6016	712	2272
24093	0	23274	753	2334
14079	3	5533	341	4575
7352	3	4784	450	1580
25394	3	28056	32	3554
10582	6	1662	767	450
6012	5	21524	755	2272
24372	6	1824	678	2272
20400	5	32470	693	1730
25931	5	11790	764	2272
11994	3	27920	398	1196
1923	2	31201	742	4604
33595	3	3884	604	5393
13304	4	1630	690	1471
12563	3	21339	435	56
13160	3	28038	357	5172
34111	5	30462	749	3889
15234	2	31466	716	113
14026	4	30616	686	2272
24113	3	31590	551	4731
3037	4	3274	699	2272
13191	3	5675	551	5665
33233	0	2074	744	180
18407	4	13885	711	818
11405	0	12091	560	1411
20835	5	5707	707	1730
22655	5	23403	694	2272
34241	3	29679	632	3003
25953	2	30115	748	348
5945	2	29075	715	5191
22378	6	3109	767	2272
17943	5	14784	715	1955
20248	3	26163	305	4494
938	5	24891	759	2272
12907	3	4433	683	2654
14831	4	397	756	3374
24763	4	9137	719	2272
29030	2	30581	751	5191
2914	0	19769	741	3080
19157	3	62	729	2006
23170	6	17255	727	2272
23623	3	27771	490	1688
31639	3	4758	605	3401
1509	3	5037	605	4233
6766	4	29059	706	2272
1276	4	23019	723	4731
1735	3	4799	604	1220
32092	3	3950	658	2301
28451	5	7544	742	4756
31698	2	9613	378	2272
8343	4	22119	668	1018
20873	6	23304	728	2272
29588	3	4660	688	3191
8517	4	23115	752	753
23335	5	1100	713	4756
13799	3	3541	641	321
19851	6	2973	756	2283
11457	3	32746	552	5272
16303	3	27785	399	477
16726	2	31506	729	4010
28963	5	20466	736	2334
7994	6	11294	751	818
31673	2	6834	712	5187
22655	5	13001	693	2272
21151	3	4206	474	278
12900	3	26302	518	3789
498	3	4517	847	317
21185	4	9040	739	2006
10941	3	14724	752	2542
15229	3	3554	324	1616
7015	6	19739	697	2334
9157	3	4704	291	2584
27397	3	4187	741	978
19483	6	32439	754	2272
6174	4	21413	753	4870
15674	3	4279	542	611
812	6	18285	755	2272
19856	4	18008	733	4978
21866	3	4508	551	2802
15928	4	2958	755	5191
18640	3	23267	756	2542
28778	0	6042	717	3971
23428	3	27934	296	1421
1767	3	3954	277	1354
18740	4	33858	757	5191
14348	3	5245	9	4796
21218	3	105	762	2325
11503	3	5154	541	4493
15754	3	4989	404	4109
9871	3	3484	877	187
9905	2	15084	664	5187
13137	0	792	737	47
10522	3	3638	852	604
29644	4	3299	753	2283
33609	2	20291	760	5191
26075	4	26826	754	5191
9315	4	33843	717	743
11711	3	9854	689	1481
12193	3	25332	579	818
22718	3	7681	662	1489
11069	3	19930	411	240
34092	4	29785	674	2375
6601	0	3358	647	2263
10473	4	22546	713	1650
12234	3	4182	484	1970
34505	3	27943	565	3326
21185	4	9040	739	1730
14940	3	5694	337	1270
19793	6	15459	739	2272
24746	4	7477	760	2272
1061	3	18447	383	2672
16341	3	4431	606	1114
14468	3	5363	427	3976
34219	4	15413	702	1506
13840	3	5319	554	3219
7033	3	27943	565	671
7624	4	241	737	2186
33607	2	9545	700	5191
32617	3	12309	661	82
20137	6	19943	731	1054
24497	2	2912	754	5187
32402	3	4821	606	872
14092	3	5162	359	4516
17276	3	22971	703	1637
29283	3	8325	689	3924
6184	3	3506	574	1526
34217	3	100	760	1260
12775	5	26553	677	2272
16170	3	5024	605	4181
25727	0	1180	757	5479
24887	3	5458	521	3047
11901	2	28303	752	348
14834	4	24327	756	5191
2188	3	5352	445	906
20210	3	5071	661	4302
15222	5	26531	757	5191
19571	3	5008	508	1895
11440	3	33325	647	625
1029	3	3733	144	814
22615	3	27889	326	3269
1965	3	4569	556	2957
24803	4	15245	767	2272
31844	2	28365	742	4640
17431	3	26059	812	1506
21984	5	20572	692	2272
19787	3	27898	449	1873
2242	3	3520	540	270
2981	3	14724	752	3810
19466	5	23334	722	2272
25777	3	27300	0	2078
10306	0	20674	707	3845
28095	3	39	708	2813
16282	2	26257	725	5187
26730	2	13544	724	5191
10557	3	4054	378	4736
25841	3	14754	507	5437
19846	5	19570	756	2272
34153	3	27985	352	4110
2736	5	25061	753	2272
771	4	14719	758	5191
1923	2	30928	752	4604
20270	5	19392	719	2375
11445	3	3841	654	1012
24334	0	26896	768	2272
185	4	924	717	2272
16657	3	10960	601	230
11291	5	13863	744	3489
6634	6	12912	727	2272
2121	6	9549	759	2272
14591	4	30188	737	4010
24739	0	12859	682	5187
26566	5	32262	750	2272
1106	3	14724	761	5029
19377	5	16748	717	818
22224	3	4423	554	522
11504	6	8846	726	1506
34415	3	27772	825	212
22675	3	24937	658	2615
33836	3	27977	457	3652
27389	6	2956	729	2272
20219	3	4160	577	4036
32089	3	4161	536	2046
34158	3	4761	356	2405
33725	3	5609	409	1544
15226	4	1712	757	450
19005	5	11845	750	1852
542	6	17137	767	3810
6742	4	9581	734	2272
31910	3	5322	372	3758
620	3	5376	754	2304
28591	6	14349	722	1650
14676	4	12804	761	2272
13903	3	33325	647	625
29383	3	27731	729	2760
33929	6	14767	754	2186
25843	3	27890	321	4494
28257	3	27108	399	3237
25949	3	22969	688	5187
21505	6	941	752	2272
32926	3	3918	683	1287
11657	3	4530	75	2951
10642	4	8193	670	671
19063	3	31952	612	3199
9825	6	22541	753	2272
33031	4	14396	706	2334
13152	4	8406	762	2272
32610	2	14543	749	2334
10546	3	27876	505	2734
33276	3	4073	688	3217
2423	5	23775	679	4729
20640	2	31193	758	5191
23937	5	26157	722	1264
11465	3	4262	310	2212
12600	3	22942	710	4709
810	6	21521	743	2272
26602	5	17263	704	2272
33742	3	4253	605	516
19353	3	3521	578	271
1055	5	31755	766	2918
11866	6	34290	752	2272
1311	4	13190	732	4323
33872	5	30787	693	1471
24678	3	5270	364	4900
18826	3	23267	756	1442
15319	2	301	705	5187
15857	5	7130	755	2226
15514	6	28311	757	1650
15723	4	7062	703	5187
14448	2	30806	677	5187
18672	3	4434	502	2564
20151	4	930	750	1580
23493	4	28437	721	2334
24048	3	27733	691	449
2742	3	4196	471	2312
10260	2	31449	731	1544
17571	3	5306	419	4928
26004	0	7	740	1093
29164	4	2727	754	2272
21045	3	4282	81	4540
21269	6	34068	765	3810
14458	3	4322	658	233
15699	5	20227	766	2272
19124	3	26549	505	4229
28909	3	4110	604	5387
14487	4	30505	741	1730
1429	4	19086	679	4729
11692	4	11693	739	5191
802	5	25415	752	5126
19917	3	3743	606	832
15872	3	22917	687	3497
19488	4	2338	736	2272
20432	4	604	696	2334
8377	5	22077	765	2272
32545	5	8514	748	2826
16432	3	4094	604	3949
3394	5	781	756	4756
21391	6	11113	765	2301
641	3	27098	754	2304
17918	3	4470	689	2732
20359	3	9857	659	1194
23585	3	3724	538	803
23787	0	23784	658	818
5837	5	278	690	5187
29744	4	22744	691	1650
33821	3	28330	606	2078
19796	5	2964	764	2272
29005	6	28267	740	5187
15535	5	11134	765	2272
20134	2	33394	740	5191
21744	3	28038	357	2672
13514	3	27815	302	2136
25741	3	27887	398	2614
23266	6	28474	727	3810
29351	5	27686	732	2272
12327	6	9219	702	5184
13241	3	12088	693	2283
18083	4	10153	704	260
13678	3	4522	535	2836
26015	2	31083	759	348
23024	4	10776	718	2301
22731	3	4556	537	2940
2535	5	33465	708	2334
16341	3	5399	606	1788
16788	3	4331	565	3919
26121	2	12943	745	5191
12320	3	22966	689	4073
10640	4	9057	661	1852
32240	4	19216	755	1730
23620	3	4345	764	4706
8517	4	27730	750	753
10004	3	6917	168	2956
18076	3	27948	356	3445
13363	3	4815	18	2055
19346	4	6641	694	260
17782	3	21172	614	5191
15174	5	20280	719	2301
3071	0	2918	761	348
16291	3	3664	338	1660
16716	5	30188	737	1730
14336	3	4281	351	2423
13342	5	25014	700	2272
23360	6	14920	744	1955
16395	4	25348	757	2186
1037	3	115	767	3810
9943	3	5375	601	5123
20796	2	11298	737	5191
24006	3	4803	540	1207
32516	3	21286	111	4716
12313	3	3976	666	62
32801	3	8123	684	329
32402	3	32818	604	5289
10557	3	27970	374	3960
2273	2	11231	683	5155
7471	2	15465	589	5188
31911	3	34185	334	3245
8738	6	19038	759	5191
6090	6	13352	754	348
9146	5	26424	766	2272
34154	3	5549	351	2423
33440	6	31386	710	5435
20081	4	6245	720	2334
1205	5	7956	742	5191
34507	3	28204	346	383
33442	4	30506	711	1471
22537	1	33863	767	3810
2109	4	24790	754	2272
8804	3	4102	606	5480
1695	4	14993	762	2272
31843	3	4906	503	2542
33042	4	13490	760	2272
24842	4	10181	698	3219
23856	2	15082	744	348
1121	3	26059	812	332
18942	3	22482	620	4697
17444	3	28012	101	306
1201	5	29149	739	5187
16436	6	13390	751	2272
15999	3	4954	454	3971
14998	3	14794	751	104
2231	6	12378	755	348
2349	6	21714	763	2272
17873	0	25798	760	735
13559	0	25702	715	1050
11442	3	67	734	734
27381	4	18105	758	2272
22636	3	5597	803	946
494	3	4774	828	2304
26889	5	34022	722	4756
28965	3	5305	70	4925
25170	5	21309	761	5191
33977	3	5531	735	5543
29297	3	32	697	3810
32572	6	32576	759	2272
16820	2	12646	755	5191
18626	3	27830	837	4503
10421	5	6041	726	2334
20421	2	30958	647	5191
14974	3	4182	484	4435
7832	3	5162	359	1868
25893	6	12413	750	348
25487	3	11189	615	798
24536	5	20412	759	2272
22394	3	5183	371	2630
9318	3	24	650	2601
13860	0	22504	763	1877
20746	2	29931	754	5187
27339	5	459	763	2272
26543	4	26198	720	113
9080	2	6211	719	5187
28799	3	5064	267	4287
24010	3	31586	606	5491
14842	3	5533	341	5548
2901	3	5027	502	1261
19903	6	819	690	260
34329	3	14724	752	1636
14978	3	9857	659	1410
21778	3	3987	372	2375
16145	4	6628	660	5191
28202	4	26698	715	2272
15634	3	4781	535	3450
19258	6	6424	644	5191
24334	0	29343	755	2481
33736	3	18493	605	1386
26068	4	30429	698	260
22291	3	4499	682	3083
19670	2	30679	712	4870
17694	3	5313	175	2047
24806	3	5341	642	4468
8093	3	26059	812	56
6082	5	8442	728	2375
21994	4	21714	763	2272
28417	3	14724	761	3810
22197	5	26893	764	2272
34108	3	22998	351	3567
16594	5	10220	701	1730
32048	6	19195	744	2375
25587	0	32532	659	847
20442	6	32016	749	818
15674	3	4279	542	1347
20802	4	5955	719	348
20435	6	31566	711	5187
27331	5	23028	763	2272
19797	5	2816	753	2272
33264	2	14970	562	4494
34206	4	279	724	5155
17340	3	4561	538	2334
2457	0	14472	642	1882
11739	3	3996	554	2258
23745	5	32765	727	5435
7717	0	6701	748	1129
16911	4	25358	758	527
17729	3	6334	758	4701
26925	4	28296	767	2272
23631	6	19385	738	4306
33176	0	6564	751	3734
31906	6	28393	701	2375
2131	5	23949	766	2272
19822	6	27379	719	2272
15130	3	11333	531	1862
33139	5	318	713	4729
26273	3	11209	660	1730
15887	6	31400	750	4701
34460	2	25376	745	5191
22760	3	21314	594	2143
33553	3	5617	660	947
25058	5	17680	756	2272
13934	5	2425	762	1068
22624	0	23204	745	4157
29317	3	22475	762	3606
25159	3	22854	685	4673
16284	5	22107	750	5191
16071	3	5066	399	1336
6362	3	13783	813	4272
15132	3	6922	524	5437
32373	4	25712	707	2334
22756	3	4280	688	3617
1756	6	24222	754	450
